author,sloc,McCab,Hv,Hd,He,loc_add,loc_remove,nfunctions,commit_age,num_commits,commitdate,class
2,19,0,39.8631,3.5,139.521,1,1,0,5,2,1372164681,1
2,184,7,2237.96,22.7903,51003.9,53,24,1,5,2,1372164682,1
4,1502,72,32371,73.0405,2364400,3053,0,1,0,0,1372169925,0
4,35,0,133.438,4.75,633.829,108,0,0,0,0,1372169925,1
4,35,0,133.438,4.75,633.829,1,1,0,0,1,1372174965,1
4,1512,72,32574.5,72.9215,2375380,528,515,1,0,1,1372174967,0
2,311,22,4660.49,41.5438,193614,574,0,1,0,0,1372233195,1
2,26,0,127.438,5.81818,741.456,97,0,0,0,0,1372233196,1
2,201,8,2383.78,24.1429,57551.3,22,4,1,6,3,1372236914,1
2,19,0,39.8631,3.5,139.521,1,1,0,6,3,1372236914,1
5,43,0,140.554,4.75,667.632,145,0,1,0,0,1372247822,0
5,19,0,39.8631,3.5,139.521,90,0,0,0,0,1372247822,1
2,201,8,2415.48,24.1429,58316.7,6,4,1,6,4,1372251223,1
2,19,0,39.8631,3.5,139.521,1,1,0,6,4,1372251223,1
5,19,0,39.8631,3.5,139.521,1,1,0,0,1,1372251484,1
5,43,0,194.319,4.38095,851.303,7,6,1,0,1,1372251486,0
2,337,17,5175.31,32.55,168456,699,0,1,0,0,1372260139,0
2,19,0,39.8631,3.5,139.521,90,0,0,0,0,1372260139,1
2,305,15,4658.18,32.1848,149923,666,0,1,0,0,1372264297,0
2,26,0,87.5692,4.875,426.9,99,0,0,0,0,1372264297,1
2,201,8,2492.16,24.1875,60279.1,8,8,1,7,5,1372319000,1
2,19,0,39.8631,3.5,139.521,1,1,0,7,5,1372319001,1
2,311,22,4660.49,41.5438,193614,1,1,1,1,2,1372319122,1
2,26,0,127.438,5.81818,741.456,1,1,0,1,2,1372319124,1
2,337,17,5175.31,32.55,168456,3,3,1,1,2,1372319233,0
2,19,0,39.8631,3.5,139.521,1,1,0,1,2,1372319235,1
2,305,15,4658.18,32.1848,149923,3,3,1,1,1,1372319332,0
2,26,0,87.5692,4.875,426.9,1,1,0,1,1,1372319333,1
3,717,17,16165.2,42.1927,682052,344,399,1,301,30,1372321570,1
3,49,0,246.124,5.21053,1282.44,1,1,0,301,30,1372321571,1
3,251,5,7316.33,28.6509,209619,6,1,1,301,30,1372326340,1
3,19,0,39.8631,3.5,139.521,1,1,0,301,30,1372326341,1
5,26,0,127.438,5.81818,741.456,5,5,0,1,1,1372336852,1
5,345,24,5279.26,42.6023,224909,91,45,1,1,1,1372336853,1
5,211,2,3573.31,29.6866,106079,528,0,1,0,0,1372336945,1
5,19,0,39.8631,3.5,139.521,90,0,0,0,0,1372336945,1
5,26,0,127.438,5.81818,741.456,1,1,0,1,3,1372337316,1
5,345,24,5279.26,42.6023,224909,36,31,1,1,3,1372337317,1
5,380,21,5761,33.9533,195605,160,108,1,1,1,1372339676,0
5,19,0,39.8631,3.5,139.521,5,5,0,1,1,1372339679,1
4,248,13,4048.34,33.1803,134325,489,0,1,0,0,1372340874,1
4,19,0,39.8631,3.5,139.521,90,0,0,0,0,1372340874,1
3,193,14,3652.9,31.7115,115839,3,3,1,426,23,1372342968,1
3,19,0,39.8631,3.5,139.521,1,1,0,426,23,1372342969,1
2,64,4,545,8.90476,4853.1,29,43,1,423,20,1372346639,1
2,19,0,39.8631,3.5,139.521,1,1,0,423,20,1372346639,1
5,29,0,128.927,6.33333,816.54,8,5,0,2,2,1372399996,1
5,333,17,5051.86,33.3402,168430,112,80,1,2,2,1372399997,0
5,400,23,5997.1,34.9679,209706,37,16,1,2,3,1372400807,0
5,19,0,39.8631,3.5,139.521,1,1,0,2,3,1372400810,1
5,41,0,315.501,9.21429,2907.11,29,5,0,221,14,1372411094,1
5,414,21,6132.7,34.4871,211499,512,428,1,221,14,1372411096,0
4,19,0,39.8631,3.5,139.521,1,1,0,1,1,1372425908,1
4,254,13,4022.66,32.9032,132358,12,8,1,1,1,1372425909,1
3,98,0,976.96,16,15631.4,250,0,1,0,0,1372668203,0
3,19,0,39.8631,3.5,139.521,90,0,0,0,0,1372668203,1
5,19,0,39.8631,3.5,139.521,1,1,0,4,1,1372670923,1
5,212,2,3573.31,29.6866,106079,6,5,1,4,1,1372670924,1
5,212,2,3563.65,30.1364,107395,4,4,1,5,2,1372745414,1
5,19,0,39.8631,3.5,139.521,1,1,0,5,2,1372745414,1
3,102,0,998.963,16.3333,16316.4,11,8,1,1,1,1372748100,0
3,19,0,39.8631,3.5,139.521,1,1,0,1,1,1372748101,1
2,328,16,5496.93,31.732,174428,630,0,1,0,0,1372753102,1
2,19,0,39.8631,3.5,139.521,90,0,0,0,0,1372753103,1
2,64,4,545,8.90476,4853.1,3,3,1,428,21,1372769135,1
2,19,0,39.8631,3.5,139.521,1,1,0,428,21,1372769137,1
2,201,8,2492.16,24.1875,60279.1,1,1,1,12,6,1372769220,1
2,19,0,39.8631,3.5,139.521,1,1,0,12,6,1372769222,1
2,345,24,5279.26,42.6023,224909,7,7,1,6,4,1372769310,1
2,26,0,127.438,5.81818,741.456,5,5,0,6,4,1372769312,1
2,400,23,5997.1,34.9679,209706,7,7,1,6,4,1372769422,0
2,19,0,39.8631,3.5,139.521,5,5,0,6,4,1372769424,1
2,333,17,5051.86,33.3402,168430,7,7,1,6,3,1372769522,0
2,29,0,128.927,6.33333,816.54,5,5,0,6,3,1372769523,1
2,414,21,6132.7,34.4871,211499,7,7,1,225,15,1372769625,0
2,41,0,315.501,9.21429,2907.11,5,5,0,225,15,1372769627,1
2,19,0,39.8631,3.5,139.521,1,1,0,301,14,1372776451,1
2,250,7,2050.33,13.3,27269.4,274,23,1,301,14,1372776453,1
3,121,0,1595.37,20.0889,32049.2,289,0,1,0,0,1372776974,0
3,19,0,39.8631,3.5,139.521,90,0,0,0,0,1372776974,1
2,64,4,545,8.90476,4853.1,1,1,1,428,22,1372777116,1
2,19,0,39.8631,3.5,139.521,1,1,0,428,22,1372777118,1
2,201,8,2492.16,24.1875,60279.1,1,1,1,12,7,1372777205,1
2,19,0,39.8631,3.5,139.521,1,1,0,12,7,1372777207,1
5,29,0,128.927,6.33333,816.54,5,5,0,6,4,1372777869,1
5,333,17,5060.8,33,167006,6,6,1,6,4,1372777872,0
4,225,12,3401.2,22.803,77557.6,454,0,1,0,0,1372837553,1
4,21,0,44.9726,4.2,188.885,92,0,0,0,0,1372837553,1
4,19,0,39.8631,3.5,139.521,1,1,0,6,2,1372847805,1
4,250,13,3910.47,32.918,128725,12,18,1,6,2,1372847807,1
3,348,13,5337.94,37.0714,197885,447,548,1,138,9,1372851204,1
3,19,0,39.8631,3.5,139.521,5,5,0,138,9,1372851204,1
4,35,0,133.438,4.75,633.829,1,1,0,8,2,1372852395,1
4,1536,75,33223,73.1818,2431320,755,722,1,8,2,1372852440,0
2,332,16,5575.54,31.8673,177678,16,11,1,1,1,1372864545,1
2,19,0,39.8631,3.5,139.521,1,1,0,1,1,1372864551,1
2,26,0,127.438,5.81818,741.456,1,1,0,8,5,1372923378,1
2,385,24,5564.63,46.2614,257427,145,95,1,8,5,1372923382,1
2,450,23,6400.42,38.1818,244380,202,144,1,8,5,1372924301,0
2,19,0,39.8631,3.5,139.521,1,1,0,8,5,1372924306,1
2,29,0,128.927,6.33333,816.54,9,9,0,8,5,1372926638,1
2,383,17,5456.44,36.5909,199656,187,129,1,8,5,1372926639,0
2,385,24,5564.63,46.2614,257427,3,3,1,8,6,1372928101,1
2,26,0,127.438,5.81818,741.456,1,1,0,8,6,1372928102,1
2,450,23,6400.42,38.1818,244380,3,3,1,8,6,1372928195,0
2,19,0,39.8631,3.5,139.521,1,1,0,8,6,1372928197,1
2,383,17,5456.44,36.5909,199656,3,3,1,8,6,1372928289,0
2,29,0,128.927,6.33333,816.54,1,1,0,8,6,1372928291,1
2,464,22,6539.84,37.5128,245328,220,159,1,227,16,1372928388,0
2,41,0,315.501,9.21429,2907.11,13,13,0,227,16,1372928390,1
2,64,4,545,8.90476,4853.1,1,1,1,430,23,1372928493,1
2,19,0,39.8631,3.5,139.521,1,1,0,430,23,1372928494,1
2,201,8,2492.16,24.1875,60279.1,1,1,1,14,8,1372928579,1
2,19,0,39.8631,3.5,139.521,1,1,0,14,8,1372928581,1
2,250,7,2050.33,13.3,27269.4,3,3,1,303,15,1372928802,1
2,19,0,39.8631,3.5,139.521,1,1,0,303,15,1372928804,1
5,21,0,44.9726,4.2,188.885,5,5,0,1,1,1372940092,1
5,232,12,3480.58,23.194,80728.6,17,8,1,1,1,1372940097,1
2,19,0,39.8631,3.5,139.521,1,1,0,303,16,1372950879,1
2,229,7,1805.82,12.5,22572.7,1,2,1,303,16,1372950885,1
3,881,41,21716.7,47.7108,1036120,742,501,1,316,31,1373618829,1
3,35,0,133.438,4.75,633.829,1,1,0,316,31,1373618829,1
3,193,14,3627.92,29.9818,108772,27,31,1,441,24,1373632700,1
3,19,0,39.8631,3.5,139.521,1,1,0,441,24,1373632701,1
3,393,17,6013.39,38.7303,232901,78,23,1,150,10,1373888726,1
3,19,0,39.8631,3.5,139.521,1,1,0,150,10,1373888727,1
3,252,1,7104.67,28.6509,203555,19,30,1,319,31,1373896724,1
3,19,0,39.8631,3.5,139.521,1,1,0,319,31,1373896725,1
2,1933,38,33218.6,31.2219,1037150,2536,0,1,0,0,1374232929,0
2,62,0,1607.36,11.25,18082.8,137,0,0,0,0,1374232929,1
2,11,0,28.0735,1.2,33.6883,24,0,0,0,0,1374232929,1
4,23,0,144.555,6.33333,915.515,94,0,0,0,0,1374236694,1
4,11,0,28.0735,1.2,33.6883,24,0,0,0,0,1374236695,1
2,1536,75,33251.6,72.9491,2425670,7,7,1,27,3,1374497486,0
2,35,0,133.438,4.75,633.829,5,5,0,27,3,1374497488,1
2,43,0,201.183,4.36364,877.887,7,7,1,26,2,1374497573,0
2,19,0,39.8631,3.5,139.521,5,5,0,26,2,1374497575,1
2,250,13,3928.38,32.5161,127736,7,7,1,25,3,1374497661,1
2,19,0,39.8631,3.5,139.521,5,5,0,25,3,1374497663,1
2,332,16,5592.48,31.6364,176926,3,3,1,20,2,1374497767,1
2,19,0,39.8631,3.5,139.521,1,1,0,20,2,1374497769,1
2,121,0,1607.63,19.8261,31873.1,7,7,1,20,1,1374497867,0
2,19,0,39.8631,3.5,139.521,5,5,0,20,1,1374497869,1
2,23,0,144.555,6.33333,915.515,5,5,0,3,1,1374498625,1
2,672,14,10224.4,13.018,133101,148,265,1,3,1,1374498627,1
2,126,6,1396.24,35.7,49845.8,5,5,1,332,19,1374501214,1
2,37,0,333.403,8.4,2800.59,5,5,0,332,19,1374501216,1
2,150,9,1958.92,40.6184,79568.2,5,5,1,332,20,1374501272,1
2,38,0,307.358,7.59259,2333.64,5,5,0,332,20,1374501274,1
2,881,41,21739.1,47.564,1034000,7,7,1,326,32,1374501681,1
2,35,0,133.438,4.75,633.829,5,5,0,326,32,1374501683,1
2,252,1,7122.62,28.4786,202842,7,7,1,326,32,1374501795,1
2,19,0,39.8631,3.5,139.521,5,5,0,326,32,1374501797,1
2,193,14,3645.81,29.5982,107909,7,7,1,451,25,1374501886,1
2,19,0,39.8631,3.5,139.521,5,5,0,451,25,1374501887,1
2,212,2,3579.7,29.8134,106723,7,7,1,25,3,1374501983,1
2,19,0,39.8631,3.5,139.521,5,5,0,25,3,1374501985,1
2,232,12,3496.65,22.9559,80268.8,7,7,1,19,2,1374502072,1
2,21,0,44.9726,4.2,188.885,5,5,0,19,2,1374502073,1
2,247,11,4267.35,22.0109,93928.1,3,3,1,151,11,1374502164,1
2,19,0,39.8631,3.5,139.521,1,1,0,151,11,1374502166,1
2,64,4,554.883,8.75,4855.23,2,2,1,448,24,1374502246,1
2,19,0,39.8631,3.5,139.521,1,1,0,448,24,1374502248,1
2,201,8,2505.39,23.9538,60013.7,3,3,1,32,9,1374502342,1
2,19,0,39.8631,3.5,139.521,1,1,0,32,9,1374502344,1
2,385,24,5582.03,45.8708,256052,2,2,1,26,7,1374502449,1
2,26,0,127.438,5.81818,741.456,1,1,0,26,7,1374502451,1
2,450,23,6417.44,37.9324,243429,3,3,1,26,7,1374502635,0
2,19,0,39.8631,3.5,139.521,1,1,0,26,7,1374502637,1
2,383,17,5472.82,36.33,198828,3,3,1,26,7,1374502780,0
2,29,0,128.927,6.33333,816.54,1,1,0,26,7,1374502782,1
2,464,22,6556.54,37.2839,244454,3,3,1,245,17,1374502887,0
2,41,0,315.501,9.21429,2907.11,1,1,0,245,17,1374502889,1
2,393,17,6032.11,38.4,231633,7,7,1,157,11,1374503021,1
2,19,0,39.8631,3.5,139.521,5,5,0,157,11,1374503022,1
2,229,7,1816.44,12.4353,22588,3,3,1,321,17,1374503260,1
2,19,0,39.8631,3.5,139.521,1,1,0,321,17,1374503262,1
2,1933,38,33218.6,31.2219,1037150,1,1,1,3,1,1374503792,0
2,62,0,1607.36,11.25,18082.8,1,1,0,3,1,1374503794,1
2,11,0,28.0735,1.2,33.6883,1,1,0,3,1,1374503795,1
2,102,0,1009.69,16.0811,16236.9,7,7,1,21,2,1374505762,0
2,19,0,39.8631,3.5,139.521,5,5,0,21,2,1374505765,1
3,913,45,22629.2,48.2706,1092330,89,39,1,326,33,1374508122,1
3,35,0,133.438,4.75,633.829,5,5,0,326,33,1374508123,1
2,26,0,127.438,5.81818,741.456,1,1,0,29,8,1374766686,1
2,382,24,5554.96,43.8979,243851,53,79,1,29,8,1374766689,1
2,440,24,6383.29,36.2895,231646,99,12,1,29,8,1374770110,0
2,21,0,44.9726,4.2,188.885,3,1,0,29,8,1374770115,1
2,29,0,128.927,6.33333,816.54,1,1,0,30,8,1374821596,1
2,372,15,5292.93,35.175,186179,86,12,1,30,8,1374821598,0
2,41,0,315.501,9.21429,2907.11,1,1,0,249,18,1374823703,1
2,455,23,6542.02,35.8388,234458,101,130,1,249,18,1374823704,0
2,26,0,127.438,5.81818,741.456,1,1,0,30,9,1374826711,1
2,382,24,5554.96,43.8979,243851,8,8,1,30,9,1374826714,1
2,19,0,39.8631,3.5,139.521,1,1,0,325,18,1374829210,1
2,241,7,1917.56,12.8736,24685.9,14,1,1,325,18,1374829214,1
2,19,0,39.8631,3.5,139.521,1,1,0,455,26,1374833326,1
2,200,15,3731.06,29.1638,108812,13,4,1,455,26,1374833329,1
3,256,3,7427.66,28.7143,213280,41,31,1,330,33,1374836608,1
3,19,0,39.8631,3.5,139.521,5,5,0,330,33,1374836609,1
3,393,17,6013.39,38.7303,232901,7,7,1,161,12,1374845136,1
3,19,0,39.8631,3.5,139.521,5,5,0,161,12,1374845137,1
2,11,0,28.0735,1.2,33.6883,1,1,0,7,2,1374848941,1
2,62,0,1607.36,11.25,18082.8,1,1,0,7,2,1374848942,1
2,1909,35,32655.5,29.8919,976137,181,183,1,7,2,1374848948,0
3,121,0,1595.37,20.0889,32049.2,6,6,1,27,2,1375088021,0
3,19,0,39.8631,3.5,139.521,5,5,0,27,2,1375088021,1
4,126,6,1396.24,35.7,49845.8,5,5,1,343,20,1375436864,1
4,37,0,333.403,8.4,2800.59,5,5,0,343,20,1375436866,1
4,150,9,1958.92,40.6184,79568.2,5,5,1,343,21,1375436938,1
4,38,0,307.358,7.59259,2333.64,5,5,0,343,21,1375436940,1
4,913,45,22651.8,48.125,1090120,7,7,1,337,34,1375437118,1
4,35,0,133.438,4.75,633.829,5,5,0,337,34,1375437121,1
4,256,3,7392.22,28.7143,212262,8,1,1,337,34,1375437229,1
4,19,0,39.8631,3.5,139.521,5,5,0,337,34,1375437231,1
4,200,15,3731.06,29.1638,108812,7,7,1,462,27,1375437323,1
4,19,0,39.8631,3.5,139.521,5,5,0,462,27,1375437325,1
4,212,2,3579.7,29.8134,106723,5,5,1,36,4,1375437418,1
4,19,0,39.8631,3.5,139.521,5,5,0,36,4,1375437420,1
4,232,12,3496.65,22.9559,80268.8,7,7,1,30,3,1375437505,1
4,21,0,44.9726,4.2,188.885,5,5,0,30,3,1375437506,1
4,247,11,4267.35,22.0109,93928.1,5,5,1,162,12,1375437594,1
4,19,0,39.8631,3.5,139.521,5,5,0,162,12,1375437596,1
4,64,4,554.883,8.75,4855.23,5,5,1,459,25,1375437677,1
4,19,0,39.8631,3.5,139.521,5,5,0,459,25,1375437678,1
4,201,8,2505.39,23.9538,60013.7,5,5,1,43,10,1375437789,1
4,19,0,39.8631,3.5,139.521,5,5,0,43,10,1375437791,1
4,382,24,5554.96,43.8979,243851,7,7,1,37,10,1375437899,1
4,26,0,127.438,5.81818,741.456,5,5,0,37,10,1375437901,1
4,440,24,6383.29,36.2895,231646,7,7,1,37,9,1375438007,0
4,21,0,44.9726,4.2,188.885,5,5,0,37,9,1375438008,1
4,372,15,5292.93,35.175,186179,7,7,1,37,9,1375438143,0
4,29,0,128.927,6.33333,816.54,5,5,0,37,9,1375438146,1
4,455,23,6542.02,35.8388,234458,7,7,1,256,19,1375438313,0
4,41,0,315.501,9.21429,2907.11,5,5,0,256,19,1375438315,1
4,102,0,1009.69,16.0811,16236.9,5,5,1,32,3,1375438439,0
4,19,0,39.8631,3.5,139.521,5,5,0,32,3,1375438442,1
4,393,17,6032.11,38.4,231633,7,7,1,168,13,1375438581,1
4,19,0,39.8631,3.5,139.521,5,5,0,168,13,1375438584,1
4,1536,75,33251.6,72.9491,2425670,7,7,1,38,4,1375438779,0
4,35,0,133.438,4.75,633.829,5,5,0,38,4,1375438782,1
4,43,0,201.183,4.36364,877.887,5,5,1,37,4,1375438900,0
4,19,0,39.8631,3.5,139.521,5,5,0,37,3,1375438903,1
4,297,15,4228.65,33.6458,142277,261,189,1,36,4,1375439024,1
4,19,0,39.8631,3.5,139.521,5,5,0,36,4,1375439026,1
4,332,16,5592.48,31.6364,176926,5,5,1,31,4,1375439156,1
4,19,0,39.8631,3.5,139.521,5,5,0,31,4,1375439158,1
4,121,0,1607.63,19.8261,31873.1,7,7,1,31,4,1375439281,0
4,19,0,39.8631,3.5,139.521,5,5,0,31,4,1375439283,1
4,241,7,1917.56,12.8736,24685.9,7,7,1,332,19,1375439533,1
4,19,0,39.8631,3.5,139.521,5,5,0,332,19,1375439535,1
4,1909,35,32655.5,29.8919,976137,7,7,1,14,4,1375440068,0
4,62,0,1607.36,11.25,18082.8,5,5,0,14,4,1375440070,1
4,11,0,28.0735,1.2,33.6883,1,1,0,14,4,1375440072,1
4,126,6,1396.24,35.7,49845.8,1,1,1,343,21,1375444501,1
4,37,0,333.403,8.4,2800.59,1,1,0,343,21,1375444503,1
4,150,9,1958.92,40.6184,79568.2,1,1,1,343,22,1375444568,1
4,38,0,307.358,7.59259,2333.64,1,1,0,343,22,1375444570,1
4,913,45,22651.8,48.125,1090120,1,1,1,337,35,1375444745,1
4,35,0,133.438,4.75,633.829,1,1,0,337,35,1375444747,1
4,256,3,7392.22,28.7143,212262,1,1,1,337,35,1375444869,1
4,19,0,39.8631,3.5,139.521,1,1,0,337,35,1375444870,1
4,200,15,3731.06,29.1638,108812,1,1,1,462,28,1375444973,1
4,19,0,39.8631,3.5,139.521,1,1,0,462,28,1375444975,1
4,212,2,3579.7,29.8134,106723,1,1,1,36,5,1375445083,1
4,19,0,39.8631,3.5,139.521,1,1,0,36,5,1375445085,1
4,232,12,3496.65,22.9559,80268.8,1,1,1,30,4,1375445180,1
4,21,0,44.9726,4.2,188.885,1,1,0,30,4,1375445181,1
4,247,11,4267.35,22.0109,93928.1,1,1,1,162,13,1375445283,1
4,19,0,39.8631,3.5,139.521,1,1,0,162,13,1375445285,1
4,64,4,554.883,8.75,4855.23,1,1,1,459,26,1375445375,1
4,19,0,39.8631,3.5,139.521,1,1,0,459,26,1375445376,1
4,201,8,2505.39,23.9538,60013.7,1,1,1,43,11,1375445478,1
4,19,0,39.8631,3.5,139.521,1,1,0,43,11,1375445480,1
4,382,24,5554.96,43.8979,243851,1,1,1,37,11,1375445597,1
4,26,0,127.438,5.81818,741.456,1,1,0,37,11,1375445598,1
4,440,24,6383.29,36.2895,231646,1,1,1,37,10,1375445720,0
4,21,0,44.9726,4.2,188.885,1,1,0,37,10,1375445722,1
4,372,15,5292.93,35.175,186179,1,1,1,37,10,1375445832,0
4,29,0,128.927,6.33333,816.54,1,1,0,37,10,1375445834,1
4,455,23,6542.02,35.8388,234458,1,1,1,256,20,1375445950,0
4,41,0,315.501,9.21429,2907.11,1,1,0,256,20,1375445952,1
4,102,0,1009.69,16.0811,16236.9,1,1,1,32,4,1375446045,0
4,19,0,39.8631,3.5,139.521,1,1,0,32,4,1375446047,1
4,393,17,6032.11,38.4,231633,1,1,1,168,14,1375446167,1
4,19,0,39.8631,3.5,139.521,1,1,0,168,14,1375446168,1
4,1536,75,33251.6,72.9491,2425670,1,1,1,38,5,1375446340,0
4,35,0,133.438,4.75,633.829,1,1,0,38,5,1375446342,1
4,43,0,201.183,4.36364,877.887,1,1,1,37,3,1375446435,0
4,19,0,39.8631,3.5,139.521,1,1,0,37,4,1375446437,1
4,297,15,4228.65,33.6458,142277,1,1,1,36,5,1375446537,1
4,19,0,39.8631,3.5,139.521,1,1,0,36,5,1375446539,1
4,332,16,5592.48,31.6364,176926,1,1,1,31,3,1375446656,1
4,19,0,39.8631,3.5,139.521,1,1,0,31,3,1375446657,1
4,121,0,1607.63,19.8261,31873.1,1,1,1,31,3,1375446763,0
4,19,0,39.8631,3.5,139.521,1,1,0,31,3,1375446764,1
4,241,7,1917.56,12.8736,24685.9,1,1,1,332,20,1375446990,1
4,19,0,39.8631,3.5,139.521,1,1,0,332,20,1375446992,1
4,1909,35,32655.5,29.8919,976137,1,1,1,14,3,1375447553,0
4,62,0,1607.36,11.25,18082.8,1,1,0,14,3,1375447555,1
4,11,0,28.0735,1.2,33.6883,1,1,0,14,3,1375447557,1
4,1696,35,28008.9,28.8364,807675,232,409,1,14,5,1375451566,0
4,62,0,1607.36,11.25,18082.8,1,1,0,14,5,1375451568,1
4,11,0,28.0735,1.2,33.6883,1,1,0,14,5,1375451570,1
4,682,14,10436.1,13.8,144018,133,116,1,14,2,1375451804,1
4,23,0,144.555,6.33333,915.515,5,5,0,14,2,1375451806,1
4,11,0,28.0735,1.2,33.6883,1,1,0,14,2,1375451808,1
2,23,0,144.555,6.33333,915.515,5,5,0,17,3,1375710709,1
2,11,0,28.0735,1.2,33.6883,1,1,0,17,3,1375710709,1
2,672,14,10224.4,13.018,133101,116,133,1,17,3,1375710711,1
2,126,6,1396.24,35.7,49845.8,5,5,1,346,22,1375714649,1
2,37,0,333.403,8.4,2800.59,5,5,0,346,22,1375714650,1
2,150,9,1958.92,40.6184,79568.2,5,5,1,346,23,1375714698,1
2,38,0,307.358,7.59259,2333.64,5,5,0,346,23,1375714700,1
2,913,45,22651.8,48.125,1090120,5,5,1,340,36,1375714833,1
2,35,0,133.438,4.75,633.829,5,5,0,340,36,1375714834,1
2,256,3,7392.22,28.7143,212262,5,5,1,340,36,1375714926,1
2,19,0,39.8631,3.5,139.521,5,5,0,340,36,1375714927,1
2,200,15,3731.06,29.1638,108812,5,5,1,465,29,1375715003,1
2,19,0,39.8631,3.5,139.521,5,5,0,465,29,1375715005,1
2,212,2,3579.7,29.8134,106723,5,5,1,39,6,1375715083,1
2,19,0,39.8631,3.5,139.521,5,5,0,39,6,1375715085,1
2,232,12,3496.65,22.9559,80268.8,5,5,1,33,5,1375715156,1
2,21,0,44.9726,4.2,188.885,5,5,0,33,5,1375715157,1
2,247,11,4267.35,22.0109,93928.1,5,5,1,165,14,1375715230,1
2,19,0,39.8631,3.5,139.521,5,5,0,165,14,1375715231,1
2,64,4,554.883,8.75,4855.23,5,5,1,462,27,1375715297,1
2,19,0,39.8631,3.5,139.521,5,5,0,462,27,1375715298,1
2,201,8,2505.39,23.9538,60013.7,5,5,1,46,12,1375715378,1
2,19,0,39.8631,3.5,139.521,5,5,0,46,12,1375715379,1
2,382,24,5554.96,43.8979,243851,5,5,1,40,12,1375715494,1
2,26,0,127.438,5.81818,741.456,5,5,0,40,12,1375715495,1
2,440,24,6383.29,36.2895,231646,5,5,1,40,11,1375715592,0
2,21,0,44.9726,4.2,188.885,5,5,0,40,11,1375715593,1
2,372,15,5292.93,35.175,186179,5,5,1,40,11,1375715685,0
2,29,0,128.927,6.33333,816.54,5,5,0,40,11,1375715687,1
2,455,23,6542.02,35.8388,234458,5,5,1,259,21,1375715777,0
2,41,0,315.501,9.21429,2907.11,5,5,0,259,21,1375715779,1
2,102,0,1009.69,16.0811,16236.9,5,5,1,35,5,1375715853,0
2,19,0,39.8631,3.5,139.521,5,5,0,35,5,1375715854,1
2,393,17,6032.11,38.4,231633,5,5,1,171,15,1375715947,1
2,19,0,39.8631,3.5,139.521,5,5,0,171,15,1375715949,1
2,1536,75,33251.6,72.9491,2425670,5,5,1,41,6,1375716091,0
2,35,0,133.438,4.75,633.829,5,5,0,41,6,1375716093,1
2,43,0,201.183,4.36364,877.887,5,5,1,40,5,1375716163,0
2,19,0,39.8631,3.5,139.521,5,5,0,40,5,1375716164,1
2,297,15,4228.65,33.6458,142277,5,5,1,39,6,1375716238,1
2,19,0,39.8631,3.5,139.521,5,5,0,39,6,1375716239,1
2,332,16,5592.48,31.6364,176926,5,5,1,34,5,1375716319,1
2,19,0,39.8631,3.5,139.521,5,5,0,34,5,1375716321,1
2,121,0,1607.63,19.8261,31873.1,5,5,1,34,5,1375716392,0
2,19,0,39.8631,3.5,139.521,5,5,0,34,5,1375716394,1
2,241,7,1917.56,12.8736,24685.9,5,5,1,335,21,1375716575,1
2,19,0,39.8631,3.5,139.521,5,5,0,335,21,1375716576,1
2,1642,33,27103.1,28.4957,772321,46,90,1,17,6,1375717028,0
2,62,0,1607.36,11.25,18082.8,5,5,0,17,6,1375717030,1
2,11,0,28.0735,1.2,33.6883,1,1,0,17,6,1375717031,1
2,672,14,10224.4,13.018,133101,1,1,1,17,4,1375717209,1
2,23,0,144.555,6.33333,915.515,1,1,0,17,4,1375717211,1
2,11,0,28.0735,1.2,33.6883,1,1,0,17,4,1375717212,1
3,900,48,22684.3,47.6523,1080960,314,365,1,341,37,1375787968,1
3,31,0,104,4.5,468,5,9,0,341,37,1375787969,1
2,26,0,127.438,5.81818,741.456,1,1,0,42,13,1375875845,1
2,382,24,5554.96,43.8979,243851,3,3,1,42,13,1375875849,1
4,19,0,39.8631,3.5,139.521,5,5,0,53,7,1376914969,1
4,311,14,4394.31,33.8882,148915,83,70,1,53,7,1376914970,1
4,19,0,39.8631,3.5,139.521,5,5,0,352,22,1377155905,1
4,256,7,1997.46,12.483,24934.2,32,8,1,352,22,1377155909,1
2,35,0,133.438,4.75,633.829,1,1,0,58,7,1377185610,1
2,1540,75,33447.6,72.7041,2431780,535,528,1,58,7,1377185611,0
2,11,0,28.0735,1.2,33.6883,1,1,0,34,5,1377187201,1
2,23,0,144.555,6.33333,915.515,1,1,0,34,5,1377187202,1
2,672,14,10224.4,13.018,133101,26,26,1,34,5,1377187204,1
4,35,0,133.438,4.75,633.829,5,5,0,59,8,1377260189,1
4,1540,75,33447.6,72.7041,2431780,7,7,1,59,8,1377260191,0
4,19,0,39.8631,3.5,139.521,5,5,0,358,37,1377267168,1
4,230,3,6585.62,27.037,178056,45,10,1,358,37,1377267170,1
4,145,5,2043.01,18.3077,37402.7,73,19,1,54,6,1377515903,1
4,21,0,44.9726,4.2,188.885,5,5,0,54,6,1377515928,1
4,9,0,51.8915,2.91667,151.35,15,0,0,0,0,1377602188,1
4,62,0,1607.36,11.25,18082.8,5,5,0,39,7,1377602284,1
4,13,0,44.3789,1.14286,50.7188,3,1,0,39,7,1377602284,1
4,1656,33,27422.4,29.6885,814129,164,153,1,39,7,1377602291,0
4,62,0,1607.36,11.25,18082.8,1,1,0,39,8,1377606026,1
